"bidder_id","mean_diff_between_bids","sd_diff_between_bids","diff_between_first_last_bids","mean_diff_between_auction_first_bid_user_auction_first_bid","mean_diff_between_auction_last_bid_user_auction_last_bid","mean_bidding_frequency","num_of_bids","num_of_auctions","avg_num_of_bids_per_auction","max_bids_per_auctions","min_bids_per_auctions","num_of_merchandise","type_of_merchandise","num_of_auto_parts_bids","num_of_books_music_bids","num_of_clothing_bids","num_of_computers_bids","num_of_furniture_bids","num_of_home_goods_bids","num_of_jewelry_bids","num_of_mobile_bids","num_of_office_equipment_bids","num_of_sporting_goods_bids","num_of_devices","avg_num_of_bids_per_device","avg_num_of_auctions_per_device","max_bids_per_device","device_of_max_bids","num_of_countries","avg_num_of_bids_per_country","avg_num_of_auctions_per_country","max_bids_per_country","country_with_most_bids","num_of_urls","avg_num_of_bids_per_url","avg_num_of_auctions_per_url","max_bids_per_url","num_of_ips","avg_num_of_bids_per_ip","avg_num_of_auctions_per_ip","max_bids_per_ip","avg_num_of_ip_per_country","max_ip_per_country","country_of_max_ips","device_of_max_ips","mean_ratio_user_bids_total_bids_per_auction","did_put_last_bid_in_auction"
6663,2549744939271,10676780495976,66293368421052,14137812030075,3124375939850,459836842105,27,7,3.85714285714286,11,1,1,8,0,0,0,0,0,0,0,27,0,0,2,13.5,3.5,26,"phone150",2,13.5,3.5,26,"id",7,3.85714285714286,1,12,13,2.07692307692308,0.538461538461538,5,6.5,26,"id","phone150",0.00153726271919459,"FALSE"
862,3354807017544,4280692310853,10064421052632,67051473684211,1130999999999,9120342105263,4,2,2,2,2,1,8,0,0,0,0,0,0,0,4,0,0,3,1.33333333333333,0.666666666666667,2,"phone36",1,4,2,4,"in",3,1.33333333333333,0.666666666666667,2,3,1.33333333333333,0.666666666666667,2,3,4,"in","phone36",7.85224618958692e-05,"FALSE"
861,7930207945,506697065135,77295736842106,11890564278230,36192941807044,741560365730,9748,653,14.9280245022971,565,1,1,7,0,0,0,0,0,0,9748,0,0,0,468,20.8290598290598,1.39529914529915,2844,"phone28",66,147.69696969697,9.89393939393939,6054,"za",1109,8.78990081154193,0.588818755635708,2764,2912,3.34752747252747,0.224244505494506,250,44.1212121212121,6054,"za","phone28",0.0993807686067178,"TRUE"
5292,1167265550239,6155183739398,77039526315790,8359759649122,16748449122807,11645462304409,67,30,2.23333333333333,10,1,1,4,0,0,0,67,0,0,0,0,0,0,35,1.91428571428571,0.857142857142857,15,"phone8",4,16.75,7.5,64,"my",6,11.1666666666667,5,59,52,1.28846153846154,0.576923076923077,6,13,64,"my","phone8",0.0081203446831937,"FALSE"
4123,97382591093,501224506801,12659736842105,41408826510721,9505391812865,515930963773,131,54,2.42592592592593,8,1,1,7,0,0,0,0,0,0,131,0,0,0,43,3.04651162790698,1.25581395348837,14,"phone20",9,14.5555555555556,6,108,"in",49,2.6734693877551,1.10204081632653,43,47,2.78723404255319,1.14893617021277,34,5.22222222222222,108,"in","phone20",0.0160820834280448,"FALSE"
3858,1446453947368,1773521881627,11571631578948,3579736842105,6616926315789,1181184210526,9,5,1.8,5,1,1,6,0,0,0,0,0,9,0,0,0,0,6,1.5,0.833333333333333,3,"phone5",1,9,5,9,"id",2,4.5,2.5,8,9,1,0.555555555555556,1,9,9,"id","phone5",0.000888429381580587,"FALSE"
2254,7497552356,11572923464,13623052631579,2506895403064,3786998001332,236267909566,1818,79,23.0126582278481,350,1,1,10,0,0,0,0,0,0,0,0,0,1818,353,5.15014164305949,0.223796033994334,407,"phone4",85,21.3882352941176,0.929411764705882,268,"uk",978,1.85889570552147,0.0807770961145194,656,785,2.31592356687898,0.100636942675159,89,9.23529411764706,268,"uk","phone4",0.00873620709122522,"FALSE"
4950,46939086781,1233719557131,77261736842105,15506135318917,19952023255813,5294032121971,1647,387,4.25581395348837,70,1,1,5,0,0,0,0,1647,0,0,0,0,0,291,5.65979381443299,1.32989690721649,374,"phone4",40,41.175,9.675,610,"in",746,2.20777479892761,0.518766756032172,811,1153,1.42844752818734,0.335646140503036,63,28.825,610,"in","phone4",0.0186915553787474,"TRUE"
5495,101261295440,1810460737244,77262368421052,17470463726884,26028921763869,2684206344877,764,185,4.12972972972973,467,1,1,7,0,0,0,0,0,0,764,0,0,0,201,3.80099502487562,0.920398009950249,96,"phone4",46,16.6086956521739,4.02173913043478,399,"in",14,54.5714285714286,13.2142857142857,491,636,1.20125786163522,0.290880503144654,17,13.8260869565217,399,"in","phone4",0.00268453054265618,"FALSE"
2927,1897925000000,8871553105660,75917000000000,25706882352941,24243554179566,3111280701754,41,17,2.41176470588235,24,1,1,10,0,0,0,0,0,0,0,0,0,41,29,1.41379310344828,0.586206896551724,6,"phone4",5,8.2,3.4,36,"id",17,2.41176470588235,1,12,39,1.05128205128205,0.435897435897436,2,7.8,36,"id","phone4",0.00223336276390854,"FALSE"
5137,4399710526315,780831967162,8799421052631,3919754385965,4516052631579,NA,3,3,1,1,1,1,8,0,0,0,0,0,0,0,3,0,0,3,1,1,1,"phone202",2,1.5,1.5,2,"id",3,1,1,1,3,1,1,1,1.5,2,"id","phone202",0.000601124447204503,"FALSE"
954,264113856068,551256087328,12941578947369,8727562326869,1912637119113,1822356536502,50,19,2.63157894736842,6,1,1,8,0,0,0,0,0,0,0,50,0,0,15,3.33333333333333,1.26666666666667,25,"phone164",5,10,3.8,27,"my",34,1.47058823529412,0.558823529411765,7,20,2.5,0.95,19,4,27,"my","phone164",0.00237974580019163,"FALSE"
6696,22809298245614,33439935756306,68427894736842,27343368421052,2347631578947,7227894736842,4,3,1.33333333333333,2,1,1,10,0,0,0,0,0,0,0,0,0,4,3,1.33333333333333,1,2,"phone4",2,2,1.5,3,"id",4,1,0.75,1,3,1.33333333333333,1,2,1.5,3,"id","phone4",0.000247570023071603,"FALSE"
6031,21142974258,26340523264,13573789473684,4008850964043,4020010422094,610512526704,643,101,6.36633663366337,343,1,1,6,0,0,0,0,0,643,0,0,0,0,155,4.14838709677419,0.651612903225806,89,"phone4",20,32.15,5.05,405,"id",147,4.37414965986395,0.687074829931973,471,278,2.31294964028777,0.363309352517986,32,13.9,405,"id","phone4",0.0156910857646526,"FALSE"
499,1094939849624,1074721736163,7664578947368,4698144736842,7362973684210,NA,8,8,1,1,1,1,8,0,0,0,0,0,0,0,8,0,0,8,1,1,1,"phone116",1,8,8,8,"in",7,1.14285714285714,1.14285714285714,2,8,1,1,1,8,8,"in","phone116",0.000165905500494606,"FALSE"
1186,6267000000000,16952882960231,75204000000000,13790035087719,15777649122807,83000000000,13,12,1.08333333333333,2,1,1,6,0,0,0,0,0,13,0,0,0,0,3,4.33333333333333,4,7,"phone46",1,13,12,13,"uk",2,6.5,6,7,2,6.5,6,12,2,13,"uk","phone46",0.00434695250306156,"FALSE"
3903,NA,NA,0,9419894736842,4222157894738,NA,1,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,0,1,1,1,1,"phone28",1,1,1,1,"ca",1,1,1,1,1,1,1,1,1,1,"ca","phone28",4.78638369566258e-06,"FALSE"
6217,730561403508,954736336171,6575052631579,1523210526316,5543789473685,730561403508,10,1,10,10,10,1,8,0,0,0,0,0,0,0,10,0,0,1,10,1,10,"phone58",2,5,0.5,8,"de",5,2,0.2,3,2,5,0.5,8,1,8,"de","phone58",4.78638369566258e-05,"FALSE"
3132,7596418818,496076320273,77301157894737,25319024962406,23562211127819,239041154926,10177,175,58.1542857142857,923,1,1,9,0,0,0,0,0,0,0,0,10177,0,289,35.2145328719723,0.605536332179931,1437,"phone25",38,267.815789473684,4.60526315789474,9964,"ng",28,363.464285714286,6.25,10010,460,22.1239130434783,0.380434782608696,1644,12.1052631578947,9964,"ng","phone25",0.0335240804924074,"TRUE"
6039,864135338345,1114113198335,6048947368421,3453631578948,10168118421052,1881578947,8,4,2,5,1,1,4,0,0,0,8,0,0,0,0,0,0,3,2.66666666666667,1.33333333333333,6,"phone3",2,4,2,6,"in",2,4,2,5,4,2,1,5,2,6,"in","phone3",0.00338015316002961,"FALSE"
3166,6586421490,181672209683,11084947368421,16735534412956,6573028340080,13838294119,1684,13,129.538461538462,321,24,1,8,0,0,0,0,0,0,0,1684,0,0,1,1684,13,1684,"phone224",1,1684,13,1684,"us",1,1684,13,1684,1,1684,13,1684,1,1684,"us","phone224",0.111135042676691,"FALSE"
3133,4038437568,4985926374,13641842105263,2910312447786,3636025480367,346962213656,3379,252,13.4087301587302,481,1,1,8,0,0,0,0,0,0,0,3379,0,0,348,9.70977011494253,0.724137931034483,347,"phone17",64,52.796875,3.9375,2790,"in",1506,2.24369189907038,0.167330677290837,527,2520,1.34087301587302,0.1,33,39.375,2790,"in","phone17",0.0283604917138198,"TRUE"
4608,7063883040935,16354787444848,63574947368421,34394502923977,19841918128655,4421052631,10,9,1.11111111111111,2,1,1,8,0,0,0,0,0,0,0,10,0,0,5,2,1.8,4,"phone3",3,3.33333333333333,3,8,"in",1,10,9,10,7,1.42857142857143,1.28571428571429,2,2.33333333333333,8,"in","phone3",0.000536842720751693,"FALSE"
2844,33993287969,1050357480681,77300736842105,1103669172932,10470353383458,72750417710,2275,7,325,2241,1,1,10,0,0,0,0,0,0,0,0,0,2275,249,9.13654618473896,0.0281124497991968,500,"phone82",1,2275,7,2275,"br",755,3.01324503311258,0.00927152317880795,1253,1484,1.53301886792453,0.00471698113207547,167,1484,2275,"br","phone82",0.10042911613682,"FALSE"
2637,9378631578948,NA,9378631578948,67832526315788,94000000000,9378631578948,2,1,2,2,2,1,7,0,0,0,0,0,0,2,0,0,0,2,1,0.5,1,"phone36",1,2,1,2,"in",1,2,1,2,2,1,0.5,1,2,2,"in","phone36",3.7219897012545e-06,"FALSE"
182,277155263157,586624577846,11086210526316,6637354066985,2691033492823,1791695290858,41,22,1.86363636363636,4,1,1,8,0,0,0,0,0,0,0,41,0,0,8,5.125,2.75,15,"phone110",4,10.25,5.5,24,"my",2,20.5,11,40,14,2.92857142857143,1.57142857142857,10,3.5,24,"my","phone110",0.0229413105223159,"FALSE"
1724,755847953216,672955014715,6802631578947,4202842105263,7466389473684,NA,10,10,1,1,1,1,6,0,0,0,0,0,10,0,0,0,0,6,1.66666666666667,1.66666666666667,5,"phone4",2,5,5,9,"id",2,5,5,9,9,1.11111111111111,1.11111111111111,2,4.5,9,"id","phone4",0.00189691470319064,"FALSE"
3403,6490842105263,4513648665045,12981684210527,68022333333333,7907350877193,NA,3,3,1,1,1,1,10,0,0,0,0,0,0,0,0,0,3,3,1,1,1,"phone168",1,3,3,3,"za",3,1,1,1,3,1,1,1,3,3,"za","phone168",0.00560743739515409,"FALSE"
744,485864661654,1226644980574,13604210526316,9338200404858,2606198380566,1741105263158,29,26,1.11538461538462,2,1,1,8,0,0,0,0,0,0,0,29,0,0,23,1.26086956521739,1.1304347826087,3,"phone26",9,3.22222222222222,2.88888888888889,15,"in",16,1.8125,1.625,10,28,1.03571428571429,0.928571428571429,2,3.11111111111111,15,"in","phone26",0.00239990573393882,"FALSE"
1850,NA,NA,0,7905842105264,5736210526316,NA,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,"phone170",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone170",4.78638369566258e-06,"FALSE"
4673,2551307886,18609883517,13593368421053,3540823638042,3006677746999,123707655043,5329,114,46.7456140350877,586,1,1,6,0,0,0,0,0,5329,0,0,0,0,240,22.2041666666667,0.475,3087,"phone4",29,183.758620689655,3.93103448275862,5162,"vn",845,6.30650887573965,0.13491124260355,4454,2982,1.78705566733736,0.0382293762575453,141,102.827586206897,5162,"vn","phone4",0.163141732062024,"TRUE"
72,693210526316,NA,693210526316,3777447368422,41694789473684,NA,2,2,1,1,1,1,10,0,0,0,0,0,0,0,0,0,2,2,1,1,1,"phone115",1,2,2,2,"in",2,1,1,1,2,1,1,1,2,2,"in","phone115",6.80521745988099e-05,"FALSE"
1865,4194052631579,NA,4194052631579,2515605263157,74188315789473,NA,2,2,1,1,1,1,6,0,0,0,0,0,2,0,0,0,0,2,1,1,1,"phone1194",2,1,1,1,"ke",1,2,2,2,2,1,1,1,1,1,"ke","phone1194",0.000273631912627928,"FALSE"
3070,NA,NA,0,76103421052630,1201315789474,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone110",1,1,1,1,"lt",1,1,1,1,1,1,1,1,1,1,"lt","phone110",0.000352858151023289,"FALSE"
440,120380718150,1984837733778,77284421052631,17892312383901,20156124767801,3576550461778,643,170,3.78235294117647,31,1,1,8,0,0,0,0,0,0,0,643,0,0,140,4.59285714285714,1.21428571428571,60,"phone58",39,16.4871794871795,4.35897435897436,191,"id",554,1.16064981949458,0.306859205776173,29,369,1.74254742547425,0.46070460704607,38,9.46153846153846,191,"id","phone58",0.00542283493345604,"TRUE"
6081,15105157894737,28962797095444,60420631578948,2806789473683,634605263157,629561403509,5,2,2.5,4,1,1,4,0,0,0,5,0,0,0,0,0,0,1,5,2,5,"phone46",2,2.5,1,4,"my",1,5,2,5,3,1.66666666666667,0.666666666666667,3,1.5,4,"my","phone46",0.00608780736833149,"FALSE"
2711,NA,NA,0,6567736842104,70736473684212,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone41",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone41",0.000148698884758364,"FALSE"
224,674105263157,862261274733,13482105263158,3140157894737,5809118421052,663256965944,21,4,5.25,18,1,1,8,0,0,0,0,0,0,0,21,0,0,14,1.5,0.285714285714286,4,"phone4",7,3,0.571428571428571,11,"in",9,2.33333333333333,0.444444444444444,11,19,1.10526315789474,0.210526315789474,2,2.71428571428571,11,"in","phone4",0.000532356708952023,"FALSE"
2940,16560947368421,24884912903748,66243789473684,15682768421052,33727705263157,NA,5,5,1,1,1,1,8,0,0,0,0,0,0,0,5,0,0,3,1.66666666666667,1.66666666666667,3,"phone3",1,5,5,5,"in",4,1.25,1.25,2,4,1.25,1.25,2,4,5,"in","phone3",0.000177539060966536,"FALSE"
1382,3334105263158,2129135734299,6668210526316,4861894736841,6250052631579,NA,3,3,1,1,1,1,7,0,0,0,0,0,0,3,0,0,0,3,1,1,1,"phone101",3,1,1,1,"ru",3,1,1,1,3,1,1,1,1,1,"ru","phone101",0.00639272646077154,"FALSE"
5438,11479140350877,22104498331948,68874842105263,30404631578947,44583473684210,3118368421053,7,6,1.16666666666667,2,1,1,7,0,0,0,0,0,0,7,0,0,0,4,1.75,1.5,4,"phone65",5,1.4,1.2,2,"cn",3,2.33333333333333,2,4,7,1,0.857142857142857,1,1.4,2,"cn","phone65",0.000697462278493559,"FALSE"
5097,18432464738,773529063383,77103000000000,16342606912017,22515133755441,1475378808315,4184,399,10.4862155388471,2579,1,1,6,0,0,0,0,0,4184,0,0,0,0,430,9.73023255813954,0.927906976744186,239,"phone65",107,39.1028037383178,3.72897196261682,1743,"in",2427,1.72393901936547,0.164400494437577,806,2629,1.59147965005706,0.151768733358692,36,24.5700934579439,1743,"in","phone65",0.0157644375313221,"TRUE"
15,27484000000000,38791803583601,54968000000000,6280210526316,3357877192982,NA,3,3,1,1,1,1,9,0,0,0,0,0,0,0,0,3,0,3,1,1,1,"phone106",2,1.5,1.5,2,"id",1,3,3,3,3,1,1,1,1.5,2,"id","phone106",0.000159613736318275,"FALSE"
365,63988777089,305941296194,8702473684211,10561595029239,1278385233918,700003238866,137,72,1.90277777777778,10,1,1,8,0,0,0,0,0,0,0,137,0,0,50,2.74,1.44,10,"phone150",12,11.4166666666667,6,50,"my",95,1.44210526315789,0.757894736842105,18,76,1.80263157894737,0.947368421052632,12,6.33333333333333,50,"my","phone150",0.0055872296963872,"FALSE"
662,8431077694,35396615309,354105263158,11936409090908,209593301435,18100250626,43,22,1.95454545454545,6,1,1,6,0,0,0,0,0,43,0,0,0,0,2,21.5,11,39,"phone46",2,21.5,11,30,"au",3,14.3333333333333,7.33333333333333,22,2,21.5,11,30,1,30,"au","phone46",0.0362948304265095,"TRUE"
2646,2489381578947,3963691959628,9957526315789,6290189473684,6252652631578,NA,5,5,1,1,1,1,8,0,0,0,0,0,0,0,5,0,0,4,1.25,1.25,2,"phone49",4,1.25,1.25,2,"id",4,1.25,1.25,2,5,1,1,1,1.25,2,"id","phone49",0.00184207374972269,"FALSE"
411,4423052631579,NA,4423052631579,11124842105262,2499184210527,NA,2,2,1,1,1,1,8,0,0,0,0,0,0,0,2,0,0,2,1,1,1,"phone316",2,1,1,1,"id",2,1,1,1,2,1,1,1,1,1,"id","phone316",0.000660287928689937,"FALSE"
2979,NA,NA,0,64392526315789,9500842105263,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone439",1,1,1,1,"uk",1,1,1,1,1,1,1,1,1,1,"uk","phone439",1.39965848333007e-05,"FALSE"
2579,38461842760,1116519680554,77269842105263,16413849471005,15009500066961,4818601601406,2010,393,5.11450381679389,115,1,1,8,0,0,0,0,0,0,0,2010,0,0,234,8.58974358974359,1.67948717948718,144,"phone150",60,33.5,6.55,721,"in",1126,1.78507992895204,0.349023090586146,284,1045,1.92344497607656,0.376076555023923,28,17.4166666666667,721,"in","phone150",0.00661737868049254,"FALSE"
1867,NA,NA,0,9516684210528,460631578948,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone150",1,1,1,1,"id",1,1,1,1,1,1,1,1,1,1,"id","phone150",0.000283768444948922,"FALSE"
5395,2391078947368,9477081556922,76514526315790,16329752436647,24913023391813,15263763157894,33,27,1.22222222222222,2,1,1,10,0,0,0,0,0,0,0,0,0,33,20,1.65,1.35,4,"phone136",7,4.71428571428571,3.85714285714286,13,"id",10,3.3,2.7,9,28,1.17857142857143,0.964285714285714,3,4,13,"id","phone136",0.00581916805397896,"FALSE"
1264,216213073005,359880528847,13405210526316,3286907368421,5257199999999,2222055401661,63,25,2.52,11,1,1,6,0,0,0,0,0,63,0,0,0,0,28,2.25,0.892857142857143,21,"phone4",5,12.6,5,54,"id",15,4.2,1.66666666666667,37,41,1.53658536585366,0.609756097560976,3,8.2,54,"id","phone4",0.00317078484594038,"FALSE"
6221,796161150298,5106140615834,77227631578948,22072918730650,27408068885448,17492535087719,98,68,1.44117647058824,6,1,1,7,0,0,0,0,0,0,98,0,0,0,54,1.81481481481481,1.25925925925926,8,"phone4",16,6.125,4.25,38,"my",35,2.8,1.94285714285714,33,78,1.25641025641026,0.871794871794872,3,4.875,38,"my","phone4",0.00710611779150392,"FALSE"
363,9644889516,558763228533,77303789473684,9666733552631,6158732612781,414785378489,8016,112,71.5714285714286,1339,1,1,7,0,0,0,0,0,0,8016,0,0,0,290,27.6413793103448,0.386206896551724,825,"phone31",4,2004,28,8011,"za",1404,5.70940170940171,0.0797720797720798,2724,5625,1.42506666666667,0.0199111111111111,819,1406.25,8011,"za","phone31",0.335644870996278,"TRUE"
6713,NA,NA,0,73253052631578,4027105263158,NA,1,1,1,1,1,1,6,0,0,0,0,0,1,0,0,0,0,1,1,1,1,"phone212",1,1,1,1,"th",1,1,1,1,1,1,1,1,1,1,"th","phone212",0.000869565217391304,"FALSE"
1498,291557298907,3083112674694,77262684210526,22545749473684,18718846315789,8937278088839,266,125,2.128,10,1,1,8,0,0,0,0,0,0,0,266,0,0,89,2.98876404494382,1.40449438202247,36,"phone4",20,13.3,6.25,130,"in",114,2.33333333333333,1.09649122807018,83,195,1.36410256410256,0.641025641025641,9,9.75,130,"in","phone4",0.00262366135969562,"FALSE"
5485,1540029473684,7119397950841,77001473684211,10617698564593,37828535885167,9042023391812,51,33,1.54545454545455,5,1,1,8,0,0,0,0,0,0,0,51,0,0,28,1.82142857142857,1.17857142857143,10,"phone31",1,51,33,51,"za",33,1.54545454545455,1,10,25,2.04,1.32,21,25,51,"za","phone31",0.0096736464492345,"FALSE"
3351,3795315789473,2239170136518,11385947368421,6940723684211,6700131578948,NA,4,4,1,1,1,1,9,0,0,0,0,0,0,0,0,4,0,2,2,2,3,"phone65",2,2,2,3,"cn",2,2,2,3,4,1,1,1,2,3,"cn","phone65",9.89499838418572e-05,"FALSE"
5766,14678557894736,28873206209433,73392789473684,33290105263157,7294131578947,18348197368421,6,2,3,5,1,1,2,0,6,0,0,0,0,0,0,0,0,5,1.2,0.4,2,"phone65",2,3,1,5,"id",5,1.2,0.4,2,6,1,0.333333333333333,1,3,5,"id","phone65",0.000296197676630941,"FALSE"
6043,125216905901,167742809270,4132157894737,912691228070,46860445614035,438013850415,34,15,2.26666666666667,9,1,1,4,0,0,0,34,0,0,0,0,0,0,20,1.7,0.75,5,"phone520",7,4.85714285714286,2.14285714285714,15,"us",1,34,15,34,32,1.0625,0.46875,3,4.57142857142857,15,"us","phone520",0.00602645442725899,"FALSE"
1454,1867825417201,7946752477346,76580842105263,30324648199446,23743614958448,7450411899313,42,19,2.21052631578947,6,1,1,4,0,0,0,42,0,0,0,0,0,0,18,2.33333333333333,1.05555555555556,12,"phone4",1,42,19,42,"za",23,1.82608695652174,0.826086956521739,20,35,1.2,0.542857142857143,4,35,42,"za","phone4",0.00699672442157995,"FALSE"
5835,3763368421053,NA,3763368421053,2470289473684,74834078947368,NA,2,2,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,1,2,2,2,"phone101",1,2,2,2,"in",2,1,1,1,2,1,1,1,2,2,"in","phone101",4.32679097203992e-05,"FALSE"
3833,72421052631,NA,72421052631,1575447368420,62820657894736,NA,2,2,1,1,1,1,7,0,0,0,0,0,0,2,0,0,0,1,2,2,2,"phone25",1,2,2,2,"ng",1,2,2,2,1,2,2,2,1,2,"ng","phone25",4.56654671568282e-05,"FALSE"
5445,784165991902,1412300725342,10194157894737,5873120300752,7238330827068,525300751879,14,7,2,7,1,1,7,0,0,0,0,0,0,14,0,0,0,5,2.8,1.4,4,"phone150",1,14,7,14,"id",6,2.33333333333333,1.16666666666667,5,7,2,1,4,7,14,"id","phone150",0.000282764615472082,"FALSE"
154,1007710526315,1502016989339,12092526315790,4928568421052,7317884210526,4006754385964,13,10,1.3,2,1,1,10,0,0,0,0,0,0,0,0,0,13,3,4.33333333333333,3.33333333333333,11,"phone4",1,13,10,13,"id",2,6.5,5,12,8,1.625,1.25,3,8,13,"id","phone4",0.00278561834871788,"FALSE"
1784,416777960526,526229555369,13336894736842,5367622807017,5281032894736,2924292397660,33,24,1.375,3,1,1,8,0,0,0,0,0,0,0,33,0,0,26,1.26923076923077,0.923076923076923,3,"phone22",4,8.25,6,24,"in",27,1.22222222222222,0.888888888888889,3,32,1.03125,0.75,2,8,24,"in","phone22",0.00126848862768085,"FALSE"
3208,3706508771930,5338504324950,11119526315790,1711315789472,64474315789474,3706508771930,4,1,4,4,4,1,8,0,0,0,0,0,0,0,4,0,0,2,2,0.5,3,"phone246",2,2,0.5,2,"om",4,1,0.25,1,3,1.33333333333333,0.333333333333333,2,1.5,2,"om","phone246",7.44397940250899e-06,"FALSE"
5595,5453211009,420284389376,77272000000000,13187137250453,30140175816696,142813510747,14171,232,61.0818965517241,2774,1,1,10,0,0,0,0,0,0,0,0,0,14171,846,16.7505910165485,0.274231678486998,1883,"phone4",115,123.226086956522,2.01739130434783,2068,"tr",7521,1.88419093205691,0.0308469618401808,3458,5982,2.36894015379472,0.0387830157138081,558,52.0173913043478,2068,"tr","phone4",0.0251271931680581,"TRUE"
1286,470077342747,4000151877078,77092684210526,14815147625160,22416488446726,10792359543436,165,82,2.01219512195122,9,1,1,10,0,0,0,0,0,0,0,0,0,165,71,2.32394366197183,1.15492957746479,23,"phone3",9,18.3333333333333,9.11111111111111,149,"in",76,2.17105263157895,1.07894736842105,31,138,1.19565217391304,0.594202898550725,6,15.3333333333333,149,"in","phone3",0.00158338049283579,"FALSE"
3103,273037593984,3544733274419,64982947368421,24922082995951,10112726720648,91923152952,239,26,9.19230769230769,53,1,1,9,0,0,0,0,0,0,0,0,239,0,11,21.7272727272727,2.36363636363636,186,"phone448",9,26.5555555555556,2.88888888888889,186,"it",12,19.9166666666667,2.16666666666667,222,12,19.9166666666667,2.16666666666667,108,1.33333333333333,186,"it","phone448",0.044042393574933,"TRUE"
1688,87986495844,98981113305,13373947368421,3286394736842,3079806315789,1821365355135,153,50,3.06,12,1,1,4,0,0,0,153,0,0,0,0,0,0,1,153,50,153,"phone248",28,5.46428571428571,1.78571428571429,36,"th",1,153,50,153,146,1.04794520547945,0.342465753424658,3,5.21428571428571,36,"th","phone248",0.0148596999843697,"TRUE"
4593,622240237691,4522260748644,77157789473684,18381582866741,29220140537513,25502843803056,125,94,1.32978723404255,4,1,1,10,0,0,0,0,0,0,0,0,0,125,62,2.01612903225806,1.51612903225806,14,"phone4",23,5.43478260869565,4.08695652173913,67,"in",2,62.5,47,82,103,1.21359223300971,0.912621359223301,5,4.47826086956522,67,"in","phone4",0.0014770974797618,"FALSE"
2193,1954206062,47618307788,5069210526316,1118710526316,19609749999999,8563339242,2595,12,216.25,700,11,1,8,0,0,0,0,0,0,0,2595,0,0,1,2595,12,2595,"phone224",1,2595,12,2595,"us",1,2595,12,2595,1,2595,12,2595,1,2595,"us","phone224",0.103752601729201,"FALSE"
5447,4979263157894,NA,4979263157894,9942815789474,29772026315790,NA,2,2,1,1,1,1,8,0,0,0,0,0,0,0,2,0,0,2,1,1,1,"phone269",2,1,1,1,"id",2,1,1,1,2,1,1,1,1,1,"id","phone269",0.000365435935288876,"FALSE"
1633,NA,NA,0,474052631580,10394315789472,NA,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"phone26",1,1,1,1,"ng",1,1,1,1,1,1,1,1,1,1,"ng","phone26",0.00078740157480315,"FALSE"
3800,431939058171,600798969748,8206842105263,7529181818181,4197822966506,1322614035087,20,11,1.81818181818182,6,1,1,7,0,0,0,0,0,0,20,0,0,0,16,1.25,0.6875,3,"phone184",6,3.33333333333333,1.83333333333333,15,"in",3,6.66666666666667,3.66666666666667,14,16,1.25,0.6875,3,2.66666666666667,15,"in","phone184",0.00434544146133947,"FALSE"
6418,5526315789,NA,5526315789,4952052631579,5970710526315,NA,2,2,1,1,1,1,7,0,0,0,0,0,0,2,0,0,0,1,2,2,2,"phone4",1,2,2,2,"ng",1,2,2,2,2,1,1,1,2,2,"ng","phone4",0.000376975367841697,"FALSE"
2198,NA,NA,0,8132473684210,69165736842106,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone128",1,1,1,1,"ru",1,1,1,1,1,1,1,1,1,1,"ru","phone128",0.000261506276150628,"FALSE"
6274,NA,NA,0,6798947368421,1206157894737,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone393",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone393",0.000204290091930541,"FALSE"
4326,2087394736842,2922918920400,4174789473684,8082052631578,65048315789474,2087394736842,3,1,3,3,3,1,8,0,0,0,0,0,0,0,3,0,0,2,1.5,0.5,2,"phone464",1,3,1,3,"pk",2,1.5,0.5,2,3,1,0.333333333333333,1,3,3,"pk","phone464",5.58298455188175e-06,"FALSE"
3064,11001150375939,20659462749752,77008052631579,44557309210526,13355769736842,NA,8,8,1,1,1,1,8,0,0,0,0,0,0,0,8,0,0,8,1,1,1,"phone102",4,2,2,5,"in",7,1.14285714285714,1.14285714285714,2,8,1,1,1,2,5,"in","phone102",0.00154813092538745,"FALSE"
